# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  167       5.286661205592e-10       1.295245765487e-13      -5.289982996943e-12       2.107592946260e-15       4.487043143634e-12       4.986804621421e-13      -3.161659484439e-15 
  168       5.315556021844e-10       1.279686839563e-13      -5.240607492433e-12       2.134787515468e-15       4.414776432458e-12       4.920593040198e-13      -3.096882632094e-15 
  169       5.344023240107e-10       1.263887433261e-13      -5.187913707483e-12       2.162185167403e-15       4.344076901352e-12       4.855560162197e-13      -3.032752086425e-15 
  170       5.372052443468e-10       1.247877442396e-13      -5.131899143259e-12       2.189785395603e-15       4.274919064268e-12       4.791694220741e-13      -2.969262479939e-15 
  171       5.399633048268e-10       1.231687968690e-13      -5.072563571687e-12       2.217587642424e-15       4.207272166706e-12       4.728979359129e-13      -2.906405623631e-15 
  172       5.426754301567e-10       1.215351334913e-13      -5.009909074831e-12       2.245591298252e-15       4.141100082749e-12       4.667395547503e-13      -2.844170448236e-15 
  173       5.453405278616e-10       1.198901100030e-13      -4.943940084265e-12       2.273795700718e-15       4.076361212105e-12       4.606918499714e-13      -2.782542945483e-15 
  174       5.479574880328e-10       1.182372074349e-13      -4.874663420447e-12       2.302200133908e-15       4.013008377146e-12       4.547519590193e-13      -2.721506109356e-15 
  175       5.505251830751e-10       1.165800334660e-13      -4.802088332095e-12       2.330803827581e-15       3.950988719946e-12       4.489165770815e-13      -2.661039877348e-15 
  176       5.530424674531e-10       1.149223239383e-13      -4.726226535558e-12       2.359605956377e-15       3.890243599323e-12       4.431819487770e-13      -2.601121071714e-15 
  177       5.555081774391e-10       1.132679443716e-13      -4.647092254193e-12       2.388605639031e-15       3.830708487874e-12       4.375438598427e-13      -2.541723340735e-15 
  178       5.579211308595e-10       1.116208914775e-13      -4.564702257737e-12       2.417801937592e-15       3.772312869016e-12       4.319976288205e-13      -2.482817099966e-15 
  179       5.602801268422e-10       1.099852946742e-13      -4.479075901685e-12       2.447193856626e-15       3.714980134029e-12       4.265380987440e-13      -2.424369473498e-15 
  180       5.625840326253e-10       1.083652468292e-13      -4.390233559844e-12       2.476780307649e-15       3.658643255077e-12       4.211606631404e-13      -2.366350031727e-15 
  181       5.648320522287e-10       1.067642782795e-13      -4.298191700439e-12       2.506560000866e-15       3.603293412528e-12       4.158644526028e-13      -2.308748637401e-15 
  182       5.670234787028e-10       1.051858438128e-13      -4.202967493318e-12       2.536531543292e-15       3.548935044215e-12       4.106493861383e-13      -2.251558908623e-15 
  183       5.691576090527e-10       1.036334905619e-13      -4.104580414810e-12       2.566693471860e-15       3.495570372270e-12       4.055151551438e-13      -2.194772512680e-15 
  184       5.712337443063e-10       1.021108588901e-13      -4.003052281183e-12       2.597044252508e-15       3.443199358266e-12       4.004612189022e-13      -2.138379128651e-15 
  185       5.732511895822e-10       1.006216832762e-13      -3.898407282100e-12       2.627582279259e-15       3.391819658361e-12       3.954868000788e-13      -2.082366410016e-15 
  186       5.752092541567e-10       9.916979320082e-14      -3.790672014074e-12       2.658305873311e-15       3.341426578453e-12       3.905908802175e-13      -2.026719947257e-15 
  187       5.771072515320e-10       9.775911403114e-14      -3.679875513921e-12       2.689213282119e-15       3.292013029315e-12       3.857721952377e-13      -1.971423230469e-15 
  188       5.789444995039e-10       9.639366790690e-14      -3.566049292223e-12       2.720302678484e-15       3.243569481749e-12       3.810292309300e-13      -1.916457611962e-15 
  189       5.807203202294e-10       9.507757462574e-14      -3.449227366776e-12       2.751572159630e-15       3.196083921727e-12       3.763602184534e-13      -1.861802268872e-15 
  190       5.824340402944e-10       9.381505252873e-14      -3.329446296052e-12       2.783019746300e-15       3.149541805541e-12       3.717631298309e-13      -1.807434165763e-15 
  191       5.840849907816e-10       9.261041938588e-14      -3.206745212651e-12       2.814643381829e-15       3.103926014946e-12       3.672356734465e-13      -1.753328017234e-15 
  192       5.856725073378e-10       9.146809328169e-14      -3.081165856757e-12       2.846440931241e-15       3.059216812306e-12       3.627752895414e-13      -1.699456250528e-15 
  193       5.871959302421e-10       9.039259350058e-14      -2.952752609597e-12       2.878410180323e-15       3.015391795744e-12       3.583791457102e-13      -1.645788968135e-15 
  194       5.886546044732e-10       8.938854141249e-14      -2.821552526896e-12       2.910548834718e-15       2.972425854281e-12       3.540441323976e-13      -1.592293910399e-15 
  195       5.900478797773e-10       8.846066135833e-14      -2.687615372328e-12       2.942854519006e-15       2.930291122990e-12       3.497668583946e-13      -1.538936418125e-15 
  196       5.913751107360e-10       8.761378153553e-14      -2.550993650979e-12       2.975324775791e-15       2.888956938133e-12       3.455436463349e-13      -1.485679395185e-15 
  197       5.926356568335e-10       8.685283488354e-14      -2.411742642797e-12       3.007957064783e-15       2.848389792317e-12       3.413705281916e-13      -1.432483271123e-15 
  198       5.938288825249e-10       8.618285996931e-14      -2.269920436053e-12       3.040748761887e-15       2.808553289630e-12       3.372432407731e-13      -1.379305963763e-15 
  199       5.949541573033e-10       8.560900187285e-14      -2.125587960793e-12       3.073697158285e-15       2.769408100796e-12       3.331572212198e-13      -1.326102841814e-15 
  200       5.960108557681e-10       8.513651307273e-14      -1.978809022294e-12       3.106799459522e-15       2.730911918315e-12       3.291076025005e-13      -1.272826687477e-15 
  201       5.969984106351e-10       8.477046937865e-14      -1.829646886835e-12       3.140052857888e-15       2.693027918356e-12       3.250903519965e-13      -1.219440623400e-15 
  202       5.979164758465e-10       8.451489327537e-14      -1.678153697642e-12       3.173454757226e-15       2.655750913300e-12       3.211057872533e-13      -1.165958000325e-15 
  203       5.987647752564e-10       8.437356959308e-14      -1.524380366550e-12       3.207002562437e-15       2.619082982976e-12       3.171553029702e-13      -1.112405289864e-15 
  204       5.995430509579e-10       8.435032487506e-14      -1.368379976855e-12       3.240693606929e-15       2.583025116236e-12       3.132402493664e-13      -1.058809377152e-15 
  205       6.002510635069e-10       8.444902742099e-14      -1.210207806582e-12       3.274525151926e-15       2.547577191241e-12       3.093619310558e-13      -1.005197561770e-15 
  206       6.008885921471e-10       8.467358733029e-14      -1.049921351749e-12       3.308494385760e-15       2.512737955750e-12       3.055216059217e-13      -9.515975586691e-16 
  207       6.014554350334e-10       8.502795654544e-14      -8.875803496333e-13       3.342598423181e-15       2.478505007409e-12       3.017204839921e-13      -8.980374990900e-16 
  208       6.019514094565e-10       8.551612889534e-14      -7.232468020395e-13       3.376834304656e-15       2.444874774036e-12       2.979597263137e-13      -8.445459314880e-16 
  209       6.023763520669e-10       8.614214013858e-14      -5.569849985637e-13       3.411198995667e-15       2.411842493911e-12       2.942404438275e-13      -7.911518224546e-16 
  210       6.027301190991e-10       8.691006800680e-14      -3.888615398608e-13       3.445689386018e-15       2.379402196062e-12       2.905636962432e-13      -7.378845576404e-16 
  211       6.030125865962e-10       8.782403224804e-14      -2.189453609103e-13       3.480302289132e-15       2.347546680555e-12       2.869304909142e-13      -6.847739426775e-16 
  212       6.032236506332e-10       8.888819467003e-14      -4.730775428230e-14       3.515034441358e-15       2.316267498781e-12       2.833417817121e-13      -6.318502041023e-16 
  213       6.033632275421e-10       9.010675918353e-14       1.259776065960e-13       3.549882501267e-15       2.285554933743e-12       2.797984679018e-13      -5.791439902778e-16 
  214       6.034312541355e-10       9.148397184567e-14       3.008346441744e-13       3.584843048956e-15       2.255397980343e-12       2.763013930165e-13      -5.266863723165e-16 
  215       6.034276879310e-10       9.302412090325e-14       4.771848535135e-13       3.619912585351e-15       2.225784325675e-12       2.728513437320e-13      -4.745088450026e-16 
  216       6.033525073754e-10       9.473153683611e-14       6.549472790184e-13       3.655087531506e-15       2.196700329305e-12       2.694490487418e-13      -4.226433277152e-16 
  217       6.032057120688e-10       9.661059240041e-14       8.340384911727e-13       3.690364227908e-15       2.168131003566e-12       2.660951776320e-13      -3.711221653500e-16 
  218       6.029873229888e-10       9.866570267201e-14       1.014372563272e-12       3.725738933773e-15       2.140059993840e-12       2.627903397560e-13      -3.199781292429e-16 
  219       6.026973827147e-10       1.009013250897e-13       1.195861048159e-12       3.761207826355e-15       2.112469558852e-12       2.595350831093e-13      -2.692444180916e-16 
  220       6.023359556517e-10       1.033219594988e-13       1.378412954955e-12       3.796767000241e-15       2.085340550951e-12       2.563298932043e-13      -2.189546588790e-16 
  221       6.019031282551e-10       1.059321481940e-13       1.561934725796e-12       3.832412466657e-15       2.058652396403e-12       2.531751919452e-13      -1.691429077952e-16 
  222       6.013990092543e-10       1.087364759631e-13       1.746330212565e-12       3.868140152768e-15       2.032383075677e-12       2.500713365027e-13      -1.198436511605e-16 
  223       6.008237298773e-10       1.117395701302e-13       1.931500653628e-12       3.903945900977e-15       2.006509103733e-12       2.470186181891e-13      -7.109180634774e-17 
  224       6.001774558681e-10       1.149457380533e-13       2.117350256609e-12       3.939825674936e-15       1.981010166955e-12       2.440171569288e-13      -2.291740773759e-17 
  225       5.994604239332e-10       1.183578536337e-13       2.303803393692e-12       3.975776193709e-15       1.955883405999e-12       2.410665794643e-13       2.467071690097e-17 
  226       5.986729080730e-10       1.219783992902e-13       2.490788466982e-12       4.011794337035e-15       1.931130013211e-12       2.381663182806e-13       7.166967065194e-17 
  227       5.978152082493e-10       1.258098212545e-13       2.678232391985e-12       4.047876942080e-15       1.906750649952e-12       2.353157127827e-13       1.180772784945e-16 
  228       5.968876506379e-10       1.298545287511e-13       2.866060587685e-12       4.084020803234e-15       1.882745437977e-12       2.325140079225e-13       1.638920990351e-16 
  229       5.958905878807e-10       1.341148931775e-13       3.054196966629e-12       4.120222671903e-15       1.859113950807e-12       2.297603528246e-13       2.091134362395e-16 
  230       5.948243993380e-10       1.385932472843e-13       3.242563925008e-12       4.156479256307e-15       1.835855205106e-12       2.270537994128e-13       2.537413511650e-16 
  231       5.936894913407e-10       1.432918843553e-13       3.431082332737e-12       4.192787221266e-15       1.812967652057e-12       2.243933010360e-13       2.977766736924e-16 
  232       5.924862974429e-10       1.482130573877e-13       3.619671523540e-12       4.229143188001e-15       1.790449168734e-12       2.217777110948e-13       3.412210142583e-16 
  233       5.912152786737e-10       1.533589782721e-13       3.808249285027e-12       4.265543733926e-15       1.768297049478e-12       2.192057816676e-13       3.840767755869e-16 
  234       5.898769237896e-10       1.587318169729e-13       3.996731848780e-12       4.301985392437e-15       1.746507997275e-12       2.166761621367e-13       4.263471644223e-16 
  235       5.884717495269e-10       1.643337007080e-13       4.185033880430e-12       4.338464652713e-15       1.725078115128e-12       2.141873978148e-13       4.680362032605e-16 
  236       5.870003008539e-10       1.701667131292e-13       4.373068469743e-12       4.374977959505e-15       1.704002897432e-12       2.117379285710e-13       5.091487420818e-16 
  237       5.854631512231e-10       1.762328935023e-13       4.560747120699e-12       4.411521712932e-15       1.683277221351e-12       2.093260874570e-13       5.496904700825e-16 
  238       5.838609028236e-10       1.825342358873e-13       4.747979741574e-12       4.448092268271e-15       1.662895338193e-12       2.069500993338e-13       5.896679274070e-16 
  239       5.821941868332e-10       1.890726883183e-13       4.934674635023e-12       4.484685935759e-15       1.642850864782e-12       2.046080794972e-13       6.290885168803e-16 
  240       5.804636636706e-10       1.958501519836e-13       5.120738488158e-12       4.521298980375e-15       1.623136774837e-12       2.022980323046e-13       6.679605157399e-16 
  241       5.786700232481e-10       2.028684804063e-13       5.306076362633e-12       4.557927621645e-15       1.603745390346e-12       2.000178498011e-13       7.062930873675e-16 
  242       5.768139852233e-10       2.101294786238e-13       5.490591684726e-12       4.594568033430e-15       1.584668372937e-12       1.977653103456e-13       7.440962930218e-16 
  243       5.748962992517e-10       2.176349023684e-13       5.674186235416e-12       4.631216343718e-15       1.565896715262e-12       1.955380772371e-13       7.813811035700e-16 
  244       5.729177452388e-10       2.253864572472e-13       5.856760140469e-12       4.667868634424e-15       1.547420732361e-12       1.933336973412e-13       8.181594112205e-16 
  245       5.708791335926e-10       2.333857979220e-13       6.038211860520e-12       4.704520941179e-15       1.529230053047e-12       1.911495997157e-13       8.544440412543e-16 
  246       5.687813054756e-10       2.416345272901e-13       6.218438181150e-12       4.741169253123e-15       1.511313611275e-12       1.889830942375e-13       8.902487637576e-16 
  247       5.666251330572e-10       2.501341956638e-13       6.397334202971e-12       4.777809512704e-15       1.493659637518e-12       1.868313702286e-13       9.255883053537e-16 
  248       5.644115197658e-10       2.588862999506e-13       6.574793331707e-12       4.814437615467e-15       1.476255650146e-12       1.846914950822e-13       9.604783609352e-16 
  249       5.621414005414e-10       2.678922828336e-13       6.750707268276e-12       4.851049409849e-15       1.459088446794e-12       1.825604128889e-13       9.949356053961e-16 
